taxonRank
SPECIES
SPECIES
GENUS
KINGDOM
SUBSPECIES
SPECIES
SUBSPECIES
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
SUBSPECIES
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
SPECIES
GENUS
GENUS
GENUS
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
KINGDOM
KINGDOM
GENUS
GENUS
GENUS
GENUS
KINGDOM
GENUS
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
SPECIES
KINGDOM
GENUS
KINGDOM
GENUS
GENUS
KINGDOM
KINGDOM
GENUS
GENUS
GENUS
KINGDOM
GENUS
GENUS
KINGDOM
GENUS
GENUS
KINGDOM
GENUS
KINGDOM
KINGDOM
GENUS
GENUS
GENUS
KINGDOM
GENUS
GENUS
SPECIES
GENUS
GENUS
GENUS
GENUS
KINGDOM
SPECIES
SPECIES
GENUS
GENUS
GENUS
SPECIES
GENUS
SPECIES
GENUS
GENUS
GENUS
SPECIES
SPECIES
GENUS
SPECIES
SPECIES
GENUS
GENUS
SPECIES
KINGDOM
GENUS
KINGDOM
KINGDOM
GENUS
GENUS
SPECIES
GENUS
SPECIES
KINGDOM
GENUS
GENUS
GENUS
GENUS
KINGDOM
KINGDOM
KINGDOM
SPECIES
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
SPECIES
GENUS
GENUS
KINGDOM
GENUS
SPECIES
SPECIES
KINGDOM
KINGDOM
KINGDOM
GENUS
GENUS
SPECIES
KINGDOM
GENUS
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
GENUS
KINGDOM
GENUS
GENUS
SPECIES
KINGDOM
SPECIES
SPECIES
KINGDOM
SPECIES
GENUS
GENUS
GENUS
SPECIES
GENUS
SPECIES
SPECIES
GENUS
GENUS
KINGDOM
GENUS
GENUS
GENUS
GENUS
GENUS
SPECIES
SPECIES
KINGDOM
KINGDOM
GENUS
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
KINGDOM
GENUS
GENUS
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
GENUS
GENUS
KINGDOM
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
GENUS
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
GENUS
KINGDOM
GENUS
KINGDOM
KINGDOM
KINGDOM
KINGDOM
SPECIES
KINGDOM
KINGDOM
KINGDOM
SPECIES
KINGDOM
SPECIES
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
SPECIES
SPECIES
SPECIES
SPECIES
GENUS
SPECIES
SPECIES
KINGDOM
KINGDOM
KINGDOM
KINGDOM
KINGDOM
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
SPECIES
