day
26.0
3.0
30.0
23.0
3.0
21.0
14.0
3.0
22.0
23.0
26.0
29.0
24.0
5.0
21.0
8.0
19.0
5.0
24.0
30.0
24.0
6.0
20.0
18.0
22.0
9.0
14.0
24.0
24.0
4.0
20.0
26.0
3.0
21.0
18.0
9.0
23.0
3.0
29.0
5.0
20.0
24.0
23.0
11.0
21.0
18.0
22.0
29.0
21.0
31.0
22.0
22.0
3.0
23.0
23.0
20.0
1.0
22.0
29.0
23.0
22.0
3.0
22.0
21.0
29.0
21.0
11.0
29.0
21.0
1.0
2.0
30.0
11.0
23.0
24.0
7.0
23.0
24.0
26.0
4.0
21.0
25.0
24.0
12.0
23.0
22.0
22.0
20.0
20.0
12.0
14.0
15.0
20.0
23.0
15.0
9.0
19.0
31.0
8.0
24.0
8.0
9.0
3.0
12.0
23.0
8.0
7.0
8.0
8.0
24.0
13.0
7.0
2.0
6.0
20.0
25.0
5.0
8.0
8.0
9.0
14.0
9.0

7.0
24.0
9.0
7.0
5.0
9.0
5.0
24.0
5.0
8.0
26.0
8.0
5.0
7.0
6.0
23.0
5.0
16.0
13.0
29.0
30.0
16.0

21.0
16.0
6.0
27.0
30.0
30.0
28.0
13.0
25.0
30.0
29.0
28.0
12.0
5.0

26.0
1.0
12.0
1.0
3.0
10.0

1.0
28.0
28.0
15.0
27.0
28.0
29.0
1.0
12.0
15.0
13.0
1.0
22.0
20.0
22.0
22.0
22.0
22.0
13.0
22.0
22.0
22.0
28.0
18.0
22.0
22.0
22.0
22.0
22.0
18.0
22.0
1.0
22.0
22.0
22.0
22.0
22.0
3.0
18.0
22.0
22.0
22.0
22.0
22.0
18.0
14.0

22.0
22.0
17.0
7.0
7.0
17.0
28.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
17.0
3.0
14.0
29.0
14.0
22.0
14.0
21.0
14.0
14.0
14.0
19.0
14.0
14.0
4.0
14.0
22.0
5.0
14.0
19.0
17.0
14.0
14.0
14.0
23.0
5.0
14.0
17.0
17.0
14.0
17.0
17.0
7.0
5.0
3.0
3.0
3.0
14.0
3.0
17.0
17.0
14.0
19.0
14.0
23.0
3.0
17.0
23.0
29.0
17.0
5.0
21.0

4.0


19.0

7.0

7.0

19.0
29.0
7.0




14.0


17.0

19.0

29.0
21.0

29.0


29.0
28.0
14.0


28.0
29.0
7.0



19.0


29.0




30.0
29.0

20.0
29.0
28.0
29.0

28.0
29.0
29.0
30.0
29.0
29.0
28.0
3.0
30.0
29.0
29.0
28.0
30.0
22.0
29.0
29.0
29.0
28.0
30.0
30.0
30.0
28.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
30.0
4.0
30.0
30.0
30.0
4.0
30.0
4.0
30.0
30.0
30.0
30.0
30.0
4.0
4.0
4.0
4.0
30.0
4.0
4.0
30.0
30.0
30.0
30.0
30.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
4.0
